id_student,code_module,code_presentation,final_result,gender,age_band,disability,cluster,pca_x,pca_y
536510,BBB,2013B,Withdrawn,F,0-35,Y,2,-0.8158332995226905,-0.7460191070921446
536519,BBB,2013B,Withdrawn,F,0-35,N,0,-2.035395237985665,-0.7761191843725552
536520,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
536551,BBB,2013B,Fail,F,0-35,N,0,-2.8521073657104665,-0.480802651314992
536670,BBB,2013B,Withdrawn,F,35-55,N,0,-2.8183295173210765,-0.7396425731754583
536722,BBB,2013B,Fail,F,0-35,N,2,-0.08182791803752047,-0.6559740488695126
536726,BBB,2013B,Fail,F,0-35,N,1,4.981146131392325,0.09335341215665244
536856,BBB,2013B,Fail,F,0-35,N,2,-0.5137388174384454,-0.6637044395614968
536900,BBB,2013B,Pass,F,0-35,N,2,0.014280945019311278,-0.6314900531647305
537162,BBB,2013B,Pass,F,0-35,N,1,3.174475898099822,0.9463486080588536
537193,BBB,2013B,Pass,F,0-35,N,1,2.078675541971075,0.8340700555342643
537255,BBB,2013B,Pass,F,0-35,N,1,3.733730991372796,-0.005943821982576706
537259,BBB,2013B,Fail,M,0-35,N,2,0.19334504489513013,0.5167622028853813
537263,BBB,2013B,Withdrawn,F,35-55,N,0,-2.9534409108786366,0.295717114266407
537320,BBB,2013B,Withdrawn,F,35-55,N,0,-1.998324919260575,-0.27988065599928424
537342,BBB,2013B,Distinction,F,0-35,N,2,1.076601274454212,0.5029569341012723
537392,BBB,2013B,Withdrawn,F,35-55,N,2,-0.5548795456103638,-0.7329792988366831
537414,BBB,2013B,Pass,F,0-35,N,2,0.16573260313507474,0.4434890273956946
537433,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
537434,BBB,2013B,Pass,F,0-35,N,1,2.2892408782135227,1.845064463260162
537464,BBB,2013B,Pass,F,0-35,N,2,0.908345580848763,-0.5092924632771687
537473,BBB,2013B,Pass,F,0-35,N,2,0.927038755570259,-0.4558183432661382
537488,BBB,2013B,Pass,F,35-55,N,1,2.6381094751609147,-0.24799395316084533
537558,BBB,2013B,Distinction,F,0-35,N,2,0.6734226951996428,0.5250919119187938
537572,BBB,2013B,Pass,F,0-35,N,1,3.118090665638622,-0.06716220424313568
537584,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
537676,BBB,2013B,Fail,F,0-35,N,0,-2.3450705259047124,-0.768583630742997
537679,BBB,2013B,Pass,F,35-55,N,2,1.2690417037924984,0.5948241459039902
537688,BBB,2013B,Pass,F,0-35,N,2,0.700669714945586,-0.5056620886266259
537704,BBB,2013B,Pass,F,35-55,N,2,0.8364426315140197,-0.41384726940619276
537844,BBB,2013B,Fail,F,35-55,N,2,0.793656101716392,0.5426788126397626
537875,BBB,2013B,Pass,F,0-35,N,2,1.313721815146749,-0.47549184622751295
537898,BBB,2013B,Pass,F,0-35,N,2,0.5496941845381046,-0.6071488047167617
537905,BBB,2013B,Distinction,F,0-35,N,2,1.0937439255261852,-0.458552106797935
538138,BBB,2013B,Withdrawn,F,35-55,N,2,-1.1905732297952754,0.2551102253613471
538196,BBB,2013B,Withdrawn,M,35-55,N,2,-0.35244774723649086,-0.7591146146710869
538221,BBB,2013B,Pass,F,0-35,N,1,3.4867347963128257,-0.03357758725120909
538232,BBB,2013B,Withdrawn,F,35-55,N,2,-0.38671519159164747,0.24468913449558327
538897,BBB,2013B,Distinction,F,35-55,N,2,1.266954177375433,0.6026610727321062
538942,BBB,2013B,Fail,F,0-35,N,2,0.7725580784031482,-0.5199123750104344
538987,BBB,2013B,Distinction,F,35-55,N,1,1.8672387202040148,-0.4034063580096561
539041,BBB,2013B,Withdrawn,F,0-35,N,0,-3.099201549514613,1.7162698822080464
539056,BBB,2013B,Pass,F,35-55,N,2,1.3862285382850938,-0.3305660220668824
539232,BBB,2013B,Withdrawn,F,0-35,N,2,-0.26851781180688683,0.33692628483776127
539253,BBB,2013B,Fail,F,0-35,N,2,0.5302112189552342,-0.5612103369841697
539265,BBB,2013B,Pass,F,0-35,N,1,2.578351626290397,-0.22167071570322655
539303,BBB,2013B,Pass,F,0-35,N,2,0.8118242340440512,-0.5844472431025028
539345,BBB,2013B,Pass,F,0-35,N,2,0.018046211192507558,-0.643845256766676
539365,BBB,2013B,Pass,F,35-55,N,1,3.137965246517947,-0.052719348161386015
539385,BBB,2013B,Pass,F,0-35,N,2,0.6124162529462707,-0.5222186855314621
539416,BBB,2013B,Fail,M,0-35,N,0,-2.175395664670261,-0.7644944022642607
539418,BBB,2013B,Distinction,F,0-35,N,1,2.987473669157522,0.9717283563073584
539426,BBB,2013B,Withdrawn,F,35-55,N,0,-2.5529080205837773,-0.7614597172925192
539558,BBB,2013B,Fail,F,0-35,N,2,0.5208390893622178,-0.5652043486814916
539572,BBB,2013B,Pass,F,0-35,N,2,0.1774412158452234,-0.5943033439433756
539710,BBB,2013B,Fail,F,0-35,N,0,-1.906556261210007,-0.8195847372337259
539737,BBB,2013B,Pass,F,0-35,N,2,0.05717596877575999,-0.6735862572976903
539891,BBB,2013B,Withdrawn,F,35-55,N,2,-0.7309937001112697,0.22132307088134337
539962,BBB,2013B,Fail,F,0-35,N,2,0.47070261637924865,-0.5440554769080856
540055,BBB,2013B,Distinction,F,35-55,N,2,1.1762005258909292,-0.43896240434622585
540122,BBB,2013B,Withdrawn,M,0-35,N,0,-2.8183295173210765,-0.7396425731754583
540184,BBB,2013B,Pass,F,0-35,N,1,7.385164259426978,0.6372306613787262
540511,BBB,2013B,Distinction,F,35-55,N,2,1.3323037395678943,-0.5246970128820869
540513,BBB,2013B,Pass,F,0-35,N,2,0.5267392606372807,-0.3639233957642647
540530,BBB,2013B,Fail,F,35-55,N,2,-0.33665038792705365,0.3854936359317693
540568,BBB,2013B,Withdrawn,M,35-55,N,0,-2.9534409108786366,0.295717114266407
540594,BBB,2013B,Withdrawn,F,0-35,N,0,-2.1015472509647735,-0.8024455849310402
540607,BBB,2013B,Pass,F,35-55,N,2,0.7406143104913535,-0.6508680557121475
540614,BBB,2013B,Pass,F,0-35,N,2,0.8265667645202939,0.5574543633230837
540656,BBB,2013B,Pass,F,0-35,N,2,0.5008403838047958,0.3791165869441316
540750,BBB,2013B,Pass,F,0-35,N,2,0.9594730781333727,-0.5007469069641807
540767,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
540780,BBB,2013B,Distinction,F,35-55,N,2,0.3480742921205552,-0.6411907969371672
540787,BBB,2013B,Withdrawn,F,0-35,N,2,-1.0380494732145462,0.2348938538213324
540826,BBB,2013B,Fail,F,0-35,N,2,0.2665858731771525,-0.5847529458394097
540918,BBB,2013B,Withdrawn,F,0-35,N,2,-1.1669308529231655,-0.7917424713640117
540953,BBB,2013B,Withdrawn,F,0-35,N,0,-2.5750629578942856,0.2667637973333824
541013,BBB,2013B,Pass,F,35-55,Y,1,1.9975342769375155,-0.2795946768804689
541048,BBB,2013B,Fail,F,0-35,N,2,-0.5123053144605454,-0.7728750087313073
541061,BBB,2013B,Withdrawn,F,0-35,N,0,-2.358973804420718,-0.7667912413019826
541073,BBB,2013B,Pass,F,0-35,Y,2,0.7317447933896348,-0.5494626502992157
541113,BBB,2013B,Pass,F,0-35,N,2,0.2499370072977207,-0.5631955475350444
541196,BBB,2013B,Withdrawn,F,0-35,Y,2,-0.5071907702571476,-0.7906148029322362
541231,BBB,2013B,Fail,F,0-35,N,2,0.9834834305524941,0.059187728895453574
541232,BBB,2013B,Pass,F,35-55,N,1,2.0287958743665966,-0.27119395154809983
541363,BBB,2013B,Pass,F,35-55,N,2,0.6064769096163,-0.5859565176550574
541523,BBB,2013B,Pass,F,0-35,N,2,0.7526395456195513,-0.5415354031945904
541573,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
541697,BBB,2013B,Pass,F,0-35,N,2,0.3207632669557758,-0.5963662207064635
541706,BBB,2013B,Fail,F,0-35,N,2,-0.02037479985510062,0.38184559671939133
541709,BBB,2013B,Withdrawn,F,0-35,N,0,-2.9534409108786366,0.295717114266407
541727,BBB,2013B,Withdrawn,F,0-35,N,0,-2.1271316958129995,-0.7753493489739068
541763,BBB,2013B,Fail,F,0-35,N,2,-0.5809827911482055,-0.7099971226551717
541764,BBB,2013B,Pass,F,0-35,N,2,0.38765654641644537,-0.5845976387431153
541794,BBB,2013B,Pass,F,0-35,N,2,1.5678213890001547,-0.4461243392516483
541803,BBB,2013B,Fail,M,0-35,N,2,0.13116822593125207,-0.6634408101965615
541808,BBB,2013B,Pass,F,35-55,N,2,0.14699655555406108,-0.6394516797285363
541822,BBB,2013B,Distinction,F,0-35,N,2,0.023996153758589947,0.43502449287131345
541832,BBB,2013B,Fail,F,0-35,N,2,0.02518028475195074,-0.5458611902971346
541838,BBB,2013B,Withdrawn,M,0-35,N,0,-1.8066593798125705,-0.7686234161699498
541884,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
541973,BBB,2013B,Fail,F,0-35,N,2,-0.01643654963667878,-0.6659269587686361
541985,BBB,2013B,Withdrawn,F,0-35,N,0,-2.4357095103717654,-0.7711631964027501
542010,BBB,2013B,Withdrawn,M,35-55,N,2,-0.9490044863358456,0.26018354541081196
542012,BBB,2013B,Fail,F,0-35,N,2,-1.0107183117352456,-0.8108045122807086
542081,BBB,2013B,Withdrawn,F,0-35,N,0,-2.206647474086293,0.23598899056038153
542084,BBB,2013B,Pass,F,0-35,N,2,0.5826806600402089,-0.5874277259541163
542115,BBB,2013B,Fail,F,35-55,N,2,-0.9684844953847256,-0.6838703961784443
542172,BBB,2013B,Withdrawn,F,0-35,N,0,-1.204696673540101,-0.8061631152703582
542259,BBB,2013B,Withdrawn,F,35-55,Y,2,0.2722441454641649,-0.5499553637368401
542260,BBB,2013B,Fail,F,35-55,Y,2,-0.6431853850010013,-0.7445845624425937
542291,BBB,2013B,Pass,F,0-35,N,2,0.3719361910349401,-0.68698374836097
542396,BBB,2013B,Withdrawn,F,35-55,N,2,-1.150402645092771,-0.8047525394484403
542543,BBB,2013B,Fail,F,0-35,N,2,-1.247863598233651,-0.757993693808282
542562,BBB,2013B,Withdrawn,F,0-35,Y,0,-3.0209966076574166,0.8133969579873397
542602,BBB,2013B,Withdrawn,F,0-35,N,0,-1.90832682060793,0.20526877251868486
542613,BBB,2013B,Pass,F,35-55,N,2,1.0137055322715265,-0.4815870269042081
542622,BBB,2013B,Fail,F,35-55,N,0,-2.8183295173210765,-0.7396425731754583
542663,BBB,2013B,Fail,F,0-35,N,2,0.3741230437422646,-0.7267014692365835
542687,BBB,2013B,Fail,F,0-35,N,2,-0.5498937127216086,-0.811386268524171
542692,BBB,2013B,Fail,F,0-35,N,0,-1.8856227555234188,-0.7810105251227936
542745,BBB,2013B,Fail,F,35-55,N,2,0.16542467069036818,-0.5911546372824202
542748,BBB,2013B,Distinction,F,0-35,N,2,0.509773580709674,-0.5902775021160684
542760,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
542991,BBB,2013B,Fail,F,0-35,N,2,-0.16793572767510384,-0.6768035742534243
543124,BBB,2013B,Pass,F,0-35,Y,2,1.087293215677476,-0.4556997846165659
543140,BBB,2013B,Fail,F,0-35,N,2,0.16828837341183067,-0.6057847861835551
543165,BBB,2013B,Pass,M,0-35,Y,2,1.40449130016034,0.674966572295474
543180,BBB,2013B,Pass,F,0-35,Y,2,0.26965254250748694,-0.5739681600841431
543199,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
543351,BBB,2013B,Pass,F,0-35,N,2,0.8113957706248079,-0.44917484568212185
543356,BBB,2013B,Pass,F,35-55,N,1,2.388176990243206,0.9239531871946286
543365,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
543408,BBB,2013B,Withdrawn,F,0-35,N,2,-0.8663595770851295,0.28587686117775774
543465,BBB,2013B,Fail,F,0-35,N,0,-2.3894205223407226,-0.775468853338387
543473,BBB,2013B,Pass,F,35-55,N,2,1.4092440715134085,0.09137152362738696
543533,BBB,2013B,Withdrawn,F,0-35,N,2,-0.30296481248326623,-0.6043205166636173
543630,BBB,2013B,Fail,F,0-35,N,2,-0.35810060438216695,-0.6508175188628392
543719,BBB,2013B,Pass,F,0-35,N,2,0.4231604268670343,-0.5515927029944022
543853,BBB,2013B,Pass,F,0-35,N,1,1.8535440149014581,0.7870086148426946
543864,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
543896,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
543926,BBB,2013B,Withdrawn,F,0-35,N,2,-1.0862014555414574,1.3539841331029279
543970,BBB,2013B,Fail,F,0-35,N,1,2.320005079300204,-0.38750431226659593
544017,BBB,2013B,Fail,F,0-35,N,2,-0.5675062479704767,-0.7233740546424187
544186,BBB,2013B,Distinction,M,0-35,N,2,0.9611430559359007,-0.5343419803812253
544351,BBB,2013B,Fail,F,0-35,N,2,-0.202851849180728,0.5009162268699541
544408,BBB,2013B,Fail,F,0-35,N,0,-1.8472380267464228,-0.8076028640588452
544435,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
544444,BBB,2013B,Withdrawn,F,35-55,N,2,-0.6497297757969857,-0.793449575627322
544455,BBB,2013B,Pass,F,0-35,N,1,2.5874764389597025,-0.1151902902896043
544491,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
544500,BBB,2013B,Fail,F,35-55,N,2,-0.13759190240017657,-0.6587606759840217
544519,BBB,2013B,Fail,F,0-35,N,2,-0.08315102508453591,-0.6261265372276678
544532,BBB,2013B,Pass,F,0-35,N,2,0.428454510813429,-0.5810483689275872
544627,BBB,2013B,Withdrawn,F,0-35,N,2,-0.10051115175958072,-0.6671936739537535
544632,BBB,2013B,Pass,F,0-35,Y,2,0.3980707377181553,0.5317066122444895
544639,BBB,2013B,Fail,F,0-35,N,2,-1.0099931125140524,-0.697244321038406
544642,BBB,2013B,Pass,F,0-35,N,2,1.3900033477151073,-0.37947925089049445
544686,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
544741,BBB,2013B,Pass,F,0-35,N,2,0.2640124763149815,-0.6427848997316844
544796,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
544848,BBB,2013B,Pass,F,0-35,N,2,1.045260773207905,-0.4563995496943279
544859,BBB,2013B,Fail,F,35-55,N,2,0.4340506614023909,-0.5152323102347482
544881,BBB,2013B,Pass,F,0-35,N,2,1.2231372521095334,0.6369751499016575
544890,BBB,2013B,Pass,F,0-35,N,2,0.2857243710436725,-0.6071084494031879
544978,BBB,2013B,Fail,F,35-55,N,2,-0.6476237941855584,-0.7559995667317677
544989,BBB,2013B,Fail,M,35-55,N,2,0.44774286445903844,-0.5815809836775211
545001,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
545041,BBB,2013B,Fail,M,0-35,N,2,-0.42675467685089974,-0.7262276357570324
545072,BBB,2013B,Fail,F,0-35,N,0,-2.305602943836568,-0.7665117145834336
545191,BBB,2013B,Pass,F,0-35,N,2,1.438314103754915,-0.4123082218732114
545219,BBB,2013B,Withdrawn,F,0-35,N,0,-2.3368970105354996,0.27659084960437785
545223,BBB,2013B,Withdrawn,F,0-35,N,1,3.132103395559411,0.04853805784442895
545240,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
545337,BBB,2013B,Withdrawn,M,0-35,N,0,-2.1988164770546628,-0.24457780031944737
545340,BBB,2013B,Fail,F,0-35,N,2,-0.45434154678486266,-0.7242588658913268
545376,BBB,2013B,Withdrawn,M,0-35,N,2,-0.9234583720154803,-0.2725618488606776
545381,BBB,2013B,Fail,F,0-35,N,0,-2.296266875233881,-0.7852318442084356
545392,BBB,2013B,Pass,F,0-35,N,2,0.6551233098758054,-0.5803648998466131
545480,BBB,2013B,Withdrawn,F,35-55,N,2,0.13639240897617447,-0.5948516533689718
545514,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
545521,BBB,2013B,Withdrawn,M,35-55,Y,0,-2.331778324046321,-0.7712176496442535
545658,BBB,2013B,Pass,F,35-55,N,2,0.7643469795370689,-0.5809087623150989
545697,BBB,2013B,Pass,F,0-35,Y,2,0.7275707291690594,-0.4464555395788454
545702,BBB,2013B,Pass,F,0-35,N,2,0.06241099112382583,-0.6467844332825492
545725,BBB,2013B,Withdrawn,F,0-35,N,1,2.0034677552700115,-0.3175764788460038
545780,BBB,2013B,Fail,M,35-55,N,0,-2.8183295173210765,-0.7396425731754583
545799,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
545803,BBB,2013B,Fail,F,0-35,N,2,-0.5671279667479359,0.31962907771073046
545896,BBB,2013B,Withdrawn,F,0-35,N,0,-2.5584776967809244,0.262349554581024
545927,BBB,2013B,Withdrawn,M,35-55,N,0,-2.9534409108786366,0.295717114266407
546015,BBB,2013B,Withdrawn,F,35-55,N,0,-2.8183295173210765,-0.7396425731754583
546019,BBB,2013B,Fail,F,0-35,N,2,-0.8338691291626622,-0.8280143337950041
546052,BBB,2013B,Distinction,F,35-55,N,2,0.5142007290255469,0.41335985084817917
546136,BBB,2013B,Withdrawn,F,0-35,N,2,-0.7116204930675978,-0.7278982447016795
546157,BBB,2013B,Pass,F,0-35,N,2,0.09499279375568166,-0.6065839269519894
546202,BBB,2013B,Fail,F,0-35,N,2,-0.3601236310882192,-0.7170827185966138
546322,BBB,2013B,Pass,F,0-35,N,2,0.36801717561085406,-0.5687845799809533
546333,BBB,2013B,Withdrawn,F,35-55,Y,0,-2.5523652896124593,-0.761310540452681
546407,BBB,2013B,Pass,F,35-55,N,1,2.7561526740574163,-0.285224438809187
546428,BBB,2013B,Pass,F,0-35,N,1,2.6636949061581223,-0.2890987005579429
546455,BBB,2013B,Fail,M,35-55,N,0,-2.2258602288581426,-0.7754265824343205
546500,BBB,2013B,Fail,F,0-35,N,2,0.3631038313181482,-0.6033426882647516
546533,BBB,2013B,Fail,F,0-35,N,2,1.2985611077483072,-0.4037921050160861
546609,BBB,2013B,Pass,F,35-55,N,2,0.8675345180618902,-0.5217890179744806
546632,BBB,2013B,Pass,F,0-35,N,2,1.2801238816114853,-0.3661202279096306
546681,BBB,2013B,Fail,F,0-35,N,0,-1.5127751649012497,-0.8528188039602295
546685,BBB,2013B,Pass,F,0-35,N,1,1.6765072538448653,-0.344219199453229
546749,BBB,2013B,Distinction,F,0-35,N,1,1.765281728088157,-0.32673097013674357
546786,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
546811,BBB,2013B,Pass,F,0-35,N,2,-0.6873656878869089,0.35786396826106065
546837,BBB,2013B,Pass,F,0-35,N,2,0.9654794773186273,-0.49394230946101936
546843,BBB,2013B,Fail,F,35-55,N,2,-0.05218946383116069,-0.6631789648700649
546892,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
546909,BBB,2013B,Fail,F,35-55,Y,2,0.0017739341399563256,-0.6198095304351602
546921,BBB,2013B,Pass,M,0-35,N,2,-0.07520392610733662,1.437536551809922
546941,BBB,2013B,Withdrawn,F,0-35,N,0,-2.9534409108786366,0.295717114266407
546947,BBB,2013B,Withdrawn,F,0-35,N,2,0.07203478303387556,-0.6708605193650978
546958,BBB,2013B,Fail,F,0-35,N,2,-0.07116964868085263,-0.7133366635684875
547052,BBB,2013B,Withdrawn,F,0-35,N,0,-3.0209966076574166,0.8133969579873397
547165,BBB,2013B,Fail,F,0-35,N,2,-0.47683911822670133,-0.7285788978554798
547192,BBB,2013B,Pass,F,0-35,N,2,0.6003679587526329,-0.6004101344621243
547259,BBB,2013B,Distinction,F,0-35,N,2,1.2232550812724106,-0.4196743163530806
547267,BBB,2013B,Withdrawn,M,0-35,N,0,-2.1586299039413523,0.23032458645418508
547303,BBB,2013B,Withdrawn,F,0-35,N,0,-2.3934068963669275,-0.7711283897920121
547372,BBB,2013B,Fail,F,0-35,N,2,-1.2248574271655492,-0.7600338961955717
547390,BBB,2013B,Pass,F,0-35,N,2,-0.29376160608555574,-0.6761203048061366
547403,BBB,2013B,Pass,F,0-35,N,2,0.8167930049220183,-0.5443944964018379
547409,BBB,2013B,Fail,F,0-35,N,2,-1.0884972703000324,-0.7621495318147841
547427,BBB,2013B,Pass,F,0-35,N,2,0.5807728067318926,-0.5851123576153607
547466,BBB,2013B,Pass,F,35-55,N,2,0.4808296315687152,-0.5657902446282642
547472,BBB,2013B,Withdrawn,M,35-55,N,0,-2.8183295173210765,-0.7396425731754583
547620,BBB,2013B,Fail,F,35-55,N,2,-0.4489312920352381,-0.7215277117745267
547663,BBB,2013B,Fail,F,0-35,N,0,-2.19343922624476,-0.770356053624594
547689,BBB,2013B,Pass,F,0-35,N,2,1.367238151285971,0.6093113744252531
547690,BBB,2013B,Pass,F,35-55,N,2,1.4164696608335223,-0.5239214871909312
547697,BBB,2013B,Pass,F,0-35,N,2,0.3760295290158948,-0.6476539652399604
547755,BBB,2013B,Withdrawn,F,35-55,N,2,-0.3488930026728977,0.295940940994964
547757,BBB,2013B,Distinction,M,0-35,N,1,1.8305365022652427,-0.3364122511337723
547841,BBB,2013B,Distinction,F,0-35,N,2,0.8037618297532101,0.5038104757771837
547855,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
547873,BBB,2013B,Pass,F,0-35,Y,2,0.42147135748811493,-0.4954131196776509
547892,BBB,2013B,Pass,F,0-35,N,2,0.5646037626869734,-0.5587915577802813
547902,BBB,2013B,Pass,F,0-35,N,2,0.6744682902026106,-0.5660361586927491
547903,BBB,2013B,Pass,F,35-55,N,1,4.3948305237257985,0.185934614598825
548090,BBB,2013B,Distinction,F,0-35,N,1,2.659568553183887,-0.199758934826324
548097,BBB,2013B,Fail,F,35-55,Y,0,-2.8183295173210765,-0.7396425731754583
548106,BBB,2013B,Withdrawn,F,0-35,N,0,-1.9717640128695846,-0.807453222792416
548124,BBB,2013B,Pass,F,35-55,N,2,0.609245150152735,-0.5875400700057885
548241,BBB,2013B,Pass,M,0-35,N,2,0.3723007279644797,0.4679792042238131
548255,BBB,2013B,Distinction,F,35-55,N,2,1.5551373657820544,-0.40486628313676987
548275,BBB,2013B,Pass,F,0-35,N,2,0.8883775830393953,0.6065709892790871
548307,BBB,2013B,Fail,F,0-35,N,2,-1.1328186975026466,0.2848624433506068
548321,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
548334,BBB,2013B,Pass,F,35-55,N,2,0.4855136454104081,-0.6054074377971204
548344,BBB,2013B,Fail,M,35-55,N,0,-1.402276093732608,-0.8027819128257545
548355,BBB,2013B,Withdrawn,F,0-35,N,0,-2.543042207253738,-0.759206380813987
548403,BBB,2013B,Fail,F,0-35,N,2,-1.2193926064545393,-0.813344202008003
548439,BBB,2013B,Pass,F,0-35,N,2,0.9390728376703753,-0.5062236383173138
548488,BBB,2013B,Withdrawn,F,0-35,Y,2,-0.04888367595584137,-0.6886466716985737
548504,BBB,2013B,Distinction,M,0-35,N,2,0.5508632334375755,0.5102521573983182
548520,BBB,2013B,Fail,M,35-55,N,0,-2.8183295173210765,-0.7396425731754583
548585,BBB,2013B,Withdrawn,F,0-35,N,2,-0.010739503335886939,-0.614877711680652
548617,BBB,2013B,Distinction,F,0-35,N,2,0.5857936673193572,-0.5822612389901693
548642,BBB,2013B,Withdrawn,F,0-35,N,2,-0.2808611008488036,-0.6844743225235485
548714,BBB,2013B,Pass,F,0-35,N,2,0.7372110863634419,0.5259745182718593
548744,BBB,2013B,Pass,M,0-35,N,2,0.521973662902721,-0.5565879362329224
548791,BBB,2013B,Pass,F,35-55,Y,2,0.22260241295487007,-0.6126133866388088
548800,BBB,2013B,Withdrawn,F,0-35,N,0,-2.189051936205533,0.24101738184184707
548813,BBB,2013B,Fail,F,35-55,N,0,-2.2908395655207037,-0.7837400758100533
548831,BBB,2013B,Withdrawn,F,0-35,N,0,-1.952269578196294,-0.8164307572968635
548834,BBB,2013B,Pass,F,35-55,N,1,1.8791571099537894,-0.4059877652505389
548838,BBB,2013B,Pass,F,35-55,N,2,0.28379212763656086,-0.6028739564723357
548839,BBB,2013B,Pass,M,35-55,N,2,0.48615441763471157,-0.6055439390209432
548843,BBB,2013B,Pass,M,35-55,N,2,0.9391378133734902,-0.4821135473994503
548871,BBB,2013B,Fail,F,0-35,N,2,-0.008172220726589005,-0.5690927052352868
548881,BBB,2013B,Withdrawn,F,35-55,N,0,-2.8183295173210765,-0.7396425731754583
548884,BBB,2013B,Pass,F,0-35,N,2,0.33342085634176466,0.46703643041187837
548885,BBB,2013B,Distinction,F,0-35,Y,2,0.7184263986160349,-0.5886449527625784
548900,BBB,2013B,Withdrawn,F,0-35,N,0,-2.2322091652374456,-0.7830513051291097
548921,BBB,2013B,Pass,F,0-35,N,2,0.34503557844550903,-0.5805142006017926
548924,BBB,2013B,Fail,F,0-35,N,2,-0.5256809137239681,-0.7383702918121406
548935,BBB,2013B,Pass,F,35-55,N,2,1.4049685805917118,-0.35091345532573903
548954,BBB,2013B,Pass,F,0-35,N,2,0.037623323548364916,-0.6389247670985004
548981,BBB,2013B,Fail,F,0-35,N,2,-0.7594294299829825,-0.7308207885255854
548990,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8858852140998565,-0.22196272945452558
549009,BBB,2013B,Withdrawn,F,0-35,N,0,-1.501998853324468,-0.7232469538723114
549047,BBB,2013B,Pass,F,0-35,N,2,0.6287704124662163,-0.48928924843235555
549078,BBB,2013B,Fail,F,0-35,N,2,-0.39378957563149103,-0.0555318180849465
549106,BBB,2013B,Fail,F,0-35,N,0,-1.4254421194156215,-0.8027770678522403
549143,BBB,2013B,Withdrawn,F,0-35,N,0,-2.168230308087086,-0.7818381952355421
549158,BBB,2013B,Pass,F,0-35,N,2,0.1286734948988094,-0.6055142428553545
549196,BBB,2013B,Distinction,F,0-35,N,2,0.7072104107432066,0.5222241806330187
549203,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
549204,BBB,2013B,Fail,F,0-35,N,0,-1.404431035176442,-0.7441972979621742
549261,BBB,2013B,Pass,F,35-55,N,2,0.7738588737293878,-0.5125469888944048
549278,BBB,2013B,Fail,F,0-35,N,0,-2.2395656095478564,-0.7885094188772205
549352,BBB,2013B,Withdrawn,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
549391,BBB,2013B,Distinction,F,0-35,N,2,0.657244123681939,-0.6581128317358268
549406,BBB,2013B,Fail,F,0-35,N,0,-2.8183295173210765,-0.7396425731754583
549512,BBB,2013B,Withdrawn,F,35-55,N,2,-0.8676662542611203,0.7166330403239617
549563,BBB,2013B,Withdrawn,M,0-35,N,0,-2.8183295173210765,-0.7396425731754583
549568,BBB,2013B,Pass,F,0-35,N,2,0.35066373524448574,-0.5297242492258046
549590,BBB,2013B,Withdrawn,F,0-35,N,2,-0.8390285975522915,-0.8458707425194048
549622,BBB,2013B,Withdrawn,F,0-35,N,0,-2.566489662349001,1.285487530675295
549651,BBB,2013B,Pass,F,0-35,N,2,0.5341718672075182,-0.5689691418603248
549713,BBB,2013B,Withdrawn,F,35-55,Y,0,-2.208374433203997,-0.7584026988476422
549732,BBB,2013B,Pass,F,0-35,N,2,0.37330897960295933,-0.6367258022880705
